,adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
Never Give Up: The 20th Century Odyssey of Herbert Zipper_1995,False,,[99],244895,en,Never Give Up: The 20th Century Odyssey of Herbert Zipper,"Never Give Up: The 20th Century Odyssey of Herbert Zipper is a 1995 short documentary film about Herbert Zipper. It was written, directed, and produced by Terry Sanders, with Freida Lee Mock co-producing. The extraordinary story of Vienna born musician and conductor Herbert Zipper who survived Dachau, Buchenwald, and a Japanese concentration camp to become one of the great music educators of the world, continuing at 92 to bring music to the inner city schools of America. In Dachau, Zipper organized secret concerts using makeshift instruments. He learned the lesson that music and the arts are essential to the very existence of life. For the last half of the 20th century, Zipper has pioneered in bringing professional orchestras into America's inner city schools. It was nominated for an Academy Award for Best Documentary Short at the 68th Academy Awards in 1996.",0.6,/r0gpMZxGOWtjH4LIQkFAUpTkkMb.jpg,1995-01-01,Never Give Up: The 20th Century Odyssey of Herbert Zipper,False,6,2
One Survivor Remembers_1995,,,,,,,,,,,,,,
The Shadow of Hate_1995,False,/8MtSaFMZ54qnApSeLdhQIFcTRO2.jpg,[99],244897,en,The Shadow of Hate,"The film expresses the history of oppression, discrimination, violence and hate in America.  It was nominated for an Academy Award for Best Documentary Short.",0.93,/9jhBezpADmdRWlRBysJ0eXSGQzS.jpg,1995-06-16,The Shadow of Hate,False,6.3,3
Crimson Tide_1995,False,/qKWQ9IEDkMawD7sgKnIGCdFAhct.jpg,"[53, 18, 28]",8963,en,Crimson Tide,"After the Cold War, a breakaway Russian republic with nuclear warheads becomes a possible worldwide threat. U.S. submarine Capt. Frank Ramsey signs on a relatively green but highly recommended Lt. Cmdr. Ron Hunter to the USS Alabama, which may be the only ship able to stop a possible Armageddon. When Ramsay insists that the Alabama must act aggressively, Hunter, fearing they will start rather than stop a disaster, leads a potential mutiny to stop him.",23.413,/21nqRJ6ofEgVvEl68J4O9V26Xzy.jpg,1995-05-12,Crimson Tide,False,7.2,1455
Seven_1995,False,/2aC3284N1p86o6S4Uyj9AaryYeR.jpg,"[37, 28, 12]",966,en,The Magnificent Seven,An oppressed Mexican peasant village hires seven gunfighters to help defend their homes.,40.117,/e5ToxOyJwuZD4VOfI0qEn5uIjeJ.jpg,1960-10-12,The Magnificent Seven,False,7.5,1494
All Things Fair_1995,False,/pluZ6yhOnh4PLFMXrsk0c59x68u.jpg,"[18, 10749, 10752]",27098,sv,Lust och fägring stor,"Stig is a 15-year-old pupil of 37-year-old teacher Viola. He is attracted by her beauty and maturity while she is drawn to him by his youth and innocence, a godsent relief from her drunk and miserable husband.",30.258,/y1oFNynXrIzlPUe4CXKMR2dpNep.jpg,1995-03-08,All Things Fair,False,6.4,95
Antonia's Line_1995,False,/sOkUBkwq21ZEThCX7wboY2Xl3m5.jpg,"[18, 35]",880,nl,Antonia,"After World War II, Antonia and her daughter, Danielle, go back to their Dutch hometown, where Antonia's late mother has bestowed a small farm upon her. There, Antonia settles down and joins a tightly-knit but unusual community. Those around her include quirky friend Crooked Finger, would-be suitor Bas and, eventually for Antonia, a granddaughter and great-granddaughter who help create a strong family of empowered women.",5.886,/nUCVi6bBIL7LGC61nYaCqikAhIA.jpg,1995-09-21,Antonia's Line,False,7,102
Dust of Life_1995,False,,[18],124617,fr,Poussières de vie,Story of Viet-American children trying to escape a camp.,0.844,/4yZctO9SKu3hYToipC1FIbcK8yS.jpg,1995-01-18,Dust of Life,False,7,6
O Quatrilho_1995,False,/xBfinYG77CH4I1er4RK8UMEAmcN.jpg,"[18, 10749]",67617,pt,O Quatrilho,"The story of two immigrant couples: Teresa and Angelo; Pierina and Massimo. While fighting for survival in the new world, the unexpected love of Massimo and Teresa appears. They react against family and cultural traditions and leave to a new destiny, leaving their partners. Quatrilho is the name of a card game in wich the player have to betray his partner in order to become the champion.",2.262,/7PHhh7MMsfWTPl7VcYPRLTFgRUI.jpg,1995-10-20,The Quartet,False,6.3,41
The Star Maker_1995,False,/ePyZVtn6j8upnk44HnDARDDOuPD.jpg,"[18, 10749]",37975,it,L'uomo delle stelle,The adventures and deceptions of a photographer who travels through small villages of 1950s Sicily pretending to work for the big film studios in Rome.,10.846,/wousyAPimHw7RQVjlvzA8BSr2pt.jpg,1995-09-21,The Star Maker,False,7,145
"My Family, Mi Familia_1995",False,/7aobDzV4NBSTVvaltT74EbpkDwO.jpg,"[35, 18]",38722,en,My Family,"Traces over three generations an immigrant family's trials, tribulations, tragedies, and triumphs. Maria and Jose, the first generation, come to Los Angeles, meet, marry, face deportation all in the 1930s. They establish their family in East L.A., and their children Chucho, Paco, Memo, Irene, Toni, and Jimmy deal with youth culture and the L.A. police in the '50s. As the second generation become adults in the '60s, the focus shifts to Jimmy, his marriage to Isabel (a Salvadorian refugee), their son, and Jimmy's journey to becoming a responsible parent.",7.254,/xHqmWBuFoQVKvGKiSgyYyU1AK1V.jpg,1995-05-03,My Family,False,7.5,52
Roommates_1995,False,/wK9YSkkosLx7cOePoNzeucg9jdB.jpg,"[18, 35]",161495,en,Roommates,"An elderly, yet young-at-heart man, moves in with his grandson, and both their lives turn upside-down.",2.321,/6ul4lqY6uvv6rwvoLscYJSQhAxj.jpg,1995-03-03,Roommates,False,6.3,19
The American President_1995,False,/dYk6sE9nNy6ge0InSB2gJY9zcnM.jpg,"[35, 18, 10749]",9087,en,The American President,"Widowed U.S. president Andrew Shepherd, one of the world's most powerful men, can have anything he wants -- and what he covets most is Sydney Ellen Wade, a Washington lobbyist. But Shepherd's attempts at courting her spark wild rumors and decimate his approval ratings.",17.503,/yObOAYFIHXHkFPQ3jhgkN2ezaD.jpg,1995-11-17,The American President,False,6.6,598
Pocahontas_1995,False,/9YAVIwBcBrLXeukg2dgMGfYB1uu.jpg,"[12, 16, 10751, 10749]",10530,en,Pocahontas,"Pocahontas, daughter of a Native American tribe chief, falls in love with an English soldier as colonists invade 17th century Virginia.",48.809,/kZ1ft0QZ4e3zDUPMBftEkwI9ftd.jpg,1995-06-14,Pocahontas,False,6.9,5068
Sabrina_1995,False,/oMGV48EGhsNavC1PL8HMeWs5Udq.jpg,"[35, 10749]",11860,en,Sabrina,"An ugly duckling having undergone a remarkable change, still harbors feelings for her crush: a carefree playboy, but not before his business-focused brother has something to say about it.",18.004,/z1oNjotUI7D06J4LWQFQzdIuPnf.jpg,1995-12-15,Sabrina,False,6.2,519
Toy Story_1995,False,/3Rfvhy1Nl6sSGJwyjb0QiZzZYlB.jpg,"[16, 12, 10751, 35]",862,en,Toy Story,"Led by Woody, Andy's toys live happily in his room until Andy's birthday brings Buzz Lightyear onto the scene. Afraid of losing his place in Andy's heart, Woody plots against Buzz. But when circumstances separate Buzz and Woody from their owner, the duo eventually learns to put aside their differences.",158.286,/uXDfjJbdP4ijW5hWSBrPrlKpxab.jpg,1995-10-30,Toy Story,False,8,16303
Unstrung Heroes_1995,False,/2gY7KFsEWAqj6oDajd51lZxGueY.jpg,"[35, 18, 10751]",52856,en,Unstrung Heroes,"Steven Lidz, unhappy with his home life since his mother became sick, moves in with his two eccentric uncles. As Steven grows closer to his uncles, he learns how to cope with his emotions and to value his own uniqueness.",1.636,/cFgF5so3GFsOg2HzrEXMZxLohHK.jpg,1995-09-15,Unstrung Heroes,False,6,25
Don Juan DeMarco_1995,False,/9qkepBLafRQVuMXWgnjqvdefD92.jpg,"[10749, 18, 35]",1909,en,Don Juan DeMarco,"John Arnold DeMarco is a man who believes he is Don Juan, the greatest lover in the world. Clad in a cape and mask, DeMarco undergoes psychiatric treatment with Dr. Jack Mickler to cure him of his apparent delusion. But the psychiatric sessions have an unexpected effect on the psychiatric staff and, most profoundly, Dr Mickler, who rekindles the romance in his complacent marriage.",12.742,/fe0TuYz9jCKUba2Omj48K8bWJ8z.jpg,1994-10-12,Don Juan DeMarco,False,6.7,643
The Chicken from Outer Space_1995,,,,,,,,,,,,,,
A Close Shave_1995,False,/aCAvih7z9D8FZHrF8sSSaczl9N8.jpg,"[10751, 16, 35]",532,en,A Close Shave,"Wallace's whirlwind romance with the proprietor of the local wool shop puts his head in a spin, and Gromit is framed for sheep-rustling in a fiendish criminal plot.",13.402,/qdIR27trLyrlJ5nmkbcG3Bomah6.jpg,1995-04-10,A Close Shave,False,7.5,655
the end_1995,False,,[16],214159,en,The End,"An animator finds himself trying to explain his (lack of) artistic vision to his creations, who just aren't impressed.",0.6,,1995-01-01,The End,False,6.1,10
Gagarin_1995,,,,,,,,,,,,,,
Runaway Brain_1995,False,/fyLRbXizq3uDdTbGPyuqG4RcE19.jpg,"[27, 16, 35]",67166,en,Runaway Brain,"In an attempt to convince Minnie that he hasn't forgotten to buy her an anniversary present, Mickey Mouse ends up promising to take her to Hawaii. Funds being short, he applies for a job as lab assistant to the sinister Dr. Frankenollie, who happens to be searching for a donor to provide his monstrous creation with a brain.",2.586,/oCAd6uK0xtjGNm4Zy5XQTDzSp7r.jpg,1995-08-11,Runaway Brain,False,6.6,53
Brooms_1995,,,,,,,,,,,,,,
Duke of Groove_1995,,,,,,,,,,,,,,
Lieberman in Love_1995,False,,"[35, 18, 10749, 10770]",244887,en,Lieberman in Love,"Joe Lieberman is attracted to Shaleen. They begin a professional relationship, which continues even after Joe develops a romantic interest in a woman named Kate, who is married.",0.6,/dQJeOgT87bG3CRZkrrbxra8oAK.jpg,1995-01-01,Lieberman in Love,False,6.9,7
Little Surprises_1995,,,,,,,,,,,,,,
Tuesday Morning Ride_1995,False,,[],244893,en,Tuesday Morning Ride,"Tuesday Morning Ride is based on the short story ""A Summer Tragedy"" by Arna Bontemps, a Harlem Renaissance writer. Set in the 1930s, the story depicts an old man and woman -- he a stroke victim, she blind -- who feel they have nothing to live for since their children do not visit. They decide to put on their finest clothing and take a final ride in their car -- with no turning back. The film was nominated for an Oscar for Best Live Action Short Film.",0.6,/9R6p3pdwbWfO4RDJZ8AJ4YlUimI.jpg,1995-01-01,Tuesday Morning Ride,False,6.3,3
Waterworld_1995,False,/hJleEkILmKzJsvzrU8o5d66jbPa.jpg,"[12, 28, 878]",9804,en,Waterworld,"In a futuristic world where the polar ice caps have melted and made Earth a liquid planet, a beautiful barmaid rescues a mutant seafarer from a floating island prison. They escape, along with her young charge, Enola, and sail off aboard his ship.",26.083,/nyCA6UfqEPsH1lqL6YVtVf0KwwN.jpg,1995-07-28,Waterworld,False,6.2,3128
nan_1995,False,,[18],504966,zh,Dai shu nan ren,"""Kangaroo Man"" is produced by China Film Co., Ltd., directed by Liu Yiming drama, Qiu Xinzhi, Chen Wenmin to participate in the show. The film tells the story of Li Maitian's wife Jane Li because of accidental pregnancy can not, surrogate also failed, Li Maitian decided to get pregnant, in order to achieve and cherish wish.",1.398,/hwKxHsBofUTLYJXxlmKHEQQctuh.jpg,1995-01-07,Kangaroo Man,False,0,0
Jerry Maguire_1996,False,/tBxyXc1WbPScUd1EYZ24UZy7UZ8.jpg,"[35, 18, 10749]",9390,en,Jerry Maguire,"Jerry Maguire used to be a typical sports agent: willing to do just about anything he could to get the biggest possible contracts for his clients, plus a nice commission for himself. Then, one day, he suddenly has second thoughts about what he's really doing. When he voices these doubts, he ends up losing his job and all of his clients, save Rod Tidwell, an egomaniacal football player.",17.933,/lABvGN7fDk5ifnwZoxij6G96t2w.jpg,1996-12-13,Jerry Maguire,False,6.9,2760
The English Patient_1996,False,/v6Xxo34CHXKRmqMwjNknBTDo8Oz.jpg,"[18, 10749, 10752]",409,en,The English Patient,"In the 1930s, Count Almásy is a Hungarian map maker employed by the Royal Geographical Society to chart the vast expanses of the Sahara Desert along with several other prominent explorers. As World War II unfolds, Almásy enters into a world of love, betrayal, and politics.",22.716,/yqaKkARc9Ku8mIENQt8bGVHaowJ.jpg,1996-11-05,The English Patient,False,7.2,1808
The People vs. Larry Flynt_1996,False,/dCSen2t9Hcp5iyEJkmaDDzuYefw.jpg,[18],1630,en,The People vs. Larry Flynt,"Larry Flynt is the hedonistically obnoxious, but indomitable, publisher of Hustler magazine. The film recounts his struggle to make an honest living publishing his girlie magazine and how it changes into a battle to protect the freedom of speech for all people.",14.672,/sAgHn7ys6TiVXBDTZ0UBEjinIUk.jpg,1996-12-25,The People vs. Larry Flynt,False,6.9,931
Shine_1996,False,/8yiVe69Y2Sgey87fv7vm01XQZcZ.jpg,[18],7863,en,Shine,"Pianist David Helfgott, driven by his father and teachers, has a breakdown. Years later he returns to the piano, to popular if not critical acclaim.",8.653,/z6WM18EoqfkSnaOYPCttNEMp0aC.jpg,1996-08-15,Shine,False,7.4,547
Sling Blade_1996,False,/s0MYaSiEZy9H0cXxxay5LEdcxYs.jpg,[18],12498,en,Sling Blade,"Karl Childers is a mentally disabled man who has been in the custody of the state mental hospital since the age of 12 for killing his mother and her lover. Although thoroughly institutionalized, Karl is deemed fit to be released into the outside world.",10.426,/y7kYNk6gJMkPx1YfXhXw6fMTstf.jpg,1996-08-30,Sling Blade,False,7.6,642
Fargo_1996,False,/747dgDfL5d8esobk7h4odaOFhUq.jpg,"[80, 18, 53]",275,en,Fargo,"Jerry, a small-town Minnesota car salesman is bursting at the seams with debt... but he's got a plan. He's going to hire two thugs to kidnap his wife in a scheme to collect a hefty ransom from his wealthy father-in-law. It's going to be a snap and nobody's going to get hurt... until people start dying. Enter Police Chief Marge, a coffee-drinking, parka-wearing - and extremely pregnant - investigator who'll stop at nothing to get her man. And if you think her small-time investigative skills will give the crooks a run for their ransom... you betcha!",18.065,/rt7cpEr1uP6RTZykBFhBTcRaKvG.jpg,1996-03-08,Fargo,False,7.9,6856
Primal Fear_1996,False,/xO5RwB4o8wJrsqDrEDjDqBD4HaA.jpg,"[80, 18, 9648, 53]",1592,en,Primal Fear,"An arrogant, high-powered attorney takes on the case of a poor altar boy found running away from the scene of the grisly murder of the bishop who has taken him in. The case gets a lot more complex when the accused reveals that there may or may not have been a third person in the room.",30.725,/qJf2TzE8nRTFbFMPJNW6c8mI0KU.jpg,1996-03-06,Primal Fear,False,7.6,2796
Ghosts of Mississippi_1996,False,/6KUc0HjKPpU5UT8FYjVcCHUtjvX.jpg,[18],31908,en,Ghosts of Mississippi,A Mississippi district attorney and the widow of Medgar Evers struggle to bring a white supremacist to justice for the 1963 murder of the civil rights leader.,9.841,/gu81MbuLTPbw95xWuDuM7ddcCir.jpg,1996-12-20,Ghosts of Mississippi,False,6.5,115
Secrets & Lies_1996,False,/jwooOYB5zcpoWTFwLYXK4nxFH2E.jpg,[18],11159,en,Secrets & Lies,"With both her adoptive parents now dead, a black optometrist decides to make contact with her birth mother, but is shocked to find out that she is white.",10.587,/mfWfW6DfD4oBTFmGAndaTkuPUO5.jpg,1996-05-24,Secrets & Lies,False,7.6,501
Marvin's Room_1996,False,/31hrZeAqobTnWM8JsxImjbgK8jr.jpg,[18],9819,en,Marvin's Room,A leukemia patient attempts to end a 20-year feud with her sister to get her bone marrow.,11.061,/lTHq1K5Y6EDRjxTBvReXHY6AKQ3.jpg,1996-12-18,Marvin's Room,False,6.7,529
Breaking the Waves_1996,False,/yCxuILdReGFK948mfUOAX75xb5Z.jpg,"[18, 10749]",145,da,Breaking the Waves,"In a small and conservative Scottish village, a woman's paralytic husband convinces her to have extramarital intercourse so she can tell him about it and give him a reason for living.",14.219,/dQWMcdHXUOSHtr7ypOCa5T79JMS.jpg,1996-05-13,Breaking the Waves,False,7.5,804
The Crucible_1996,False,/p7IHqGBWqNtwPA3184jmEpYFEE5.jpg,"[18, 36]",20539,en,The Crucible,A Salem resident attempts to frame her ex-lover's wife for being a witch in the middle of the 1692 witchcraft trials.,15.817,/panFnieKSCfTfMvrp4elXg46ubz.jpg,1996-11-27,The Crucible,False,6.6,436
The Mirror Has Two Faces_1996,False,/29f4MK68pkBwDzWWTmarrmzdrcn.jpg,"[35, 18, 10749]",25189,en,The Mirror Has Two Faces,"Rose Morgan, who still lives with her mother, is a professor of Romantic Literature who desperately longs for passion in her life. Gregory Larkin, a mathematics professor, has been burned by passionate relationships and longs for a sexless union based on friendship and respect.",9.717,/ekk8MKMp3tlJjcMuhOgKsMCRrvR.jpg,1996-11-15,The Mirror Has Two Faces,False,6.7,268
The Portrait of a Lady_1996,False,/8Dc6WVeJjJcl9muNJmuuoOgkiB7.jpg,"[18, 10749]",36758,en,The Portrait of a Lady,"Ms. Isabel Archer isn't afraid to challenge societal norms. Impressed by her free spirit, her kindhearted cousin writes her into his fatally ill father's will. Suddenly rich and independent, Isabelle ventures into the world, along the way befriending a cynical intellectual and romancing an art enthusiast. However, the advantage of her affluence is called into question when she realizes the extent to which her money colors her relationships.",8.198,/yoUuMtWTQXzfARYE0nF7Nn7gRuS.jpg,1996-10-17,The Portrait of a Lady,False,5.9,182
The Birdcage_1996,False,/amwSpaWcG06C7i65d8z44wgJ8lC.jpg,[35],11000,en,The Birdcage,A gay cabaret owner and his drag queen companion agree to put up a false straight front so that their son can introduce them to his fiancé's conservative moralistic parents.,13.972,/4IpC35BoA5aRO0Q1DpFGJ8iKKYq.jpg,1996-03-08,The Birdcage,False,7,942
Evita_1996,False,/aZtinn0RhlDMYQU0jlotEzJ3tJc.jpg,"[36, 18]",8818,en,Evita,"The hit musical based on the life of Evita Duarte, a B-movie Argentinian actress who eventually became the wife of Argentinian president and dictator Juan Perón, and the most beloved and hated woman in Argentina.",14.474,/mVdQatilUGMtB6sV4FXA7O473UD.jpg,1996-12-14,Evita,False,6.2,402
Hamlet_1996,False,/ishSjAPkCLpy6Q3jCcGrKzxvwTH.jpg,[18],10549,en,Hamlet,"Hamlet, Prince of Denmark, returns home to find his father murdered and his mother now marrying the murderer... his uncle. Meanwhile, war is brewing.",14.851,/qvKOnuiuDBtTPq9U77rbRUydzrv.jpg,1996-12-25,Hamlet,False,7.5,402
William Shakespeare's Romeo & Juliet_1996,False,/m0miV65ZZIp13TNHJSRUF6vmCos.jpg,"[18, 10749]",454,en,Romeo + Juliet,"In director Baz Luhrmann's contemporary take on William Shakespeare's classic tragedy, the Montagues and Capulets have moved their ongoing feud to the sweltering suburb of Verona Beach, where Romeo and Juliet fall in love and secretly wed. Though the film is visually modern, the bard's dialogue remains.",28.672,/zWLZEUE0jrTiLhWQVh8NOJRwIU9.jpg,1996-11-01,Romeo + Juliet,False,6.8,4455
Fly Away Home_1996,False,/gJeF1Pn9nsSsexqaQpS0G840nI2.jpg,"[28, 12, 18, 10751]",11076,en,Fly Away Home,"Amy is only 13-years-old when her mother is killed. She goes to Canada to live with her father, an eccentric inventor whom she barely knows. Amy is miserable in her new life... until she discovers a nest of goose eggs that were abandoned when a local forest is torn down. The eggs hatch and Amy becomes ""Mama Goose"". When Winter comes, Amy, and her dad must find a way to lead the birds South….",11.071,/obcQJkZB2OsRxd5GWIcQ5Qjv4YW.jpg,1996-09-13,Fly Away Home,False,6.9,393
Michael Collins_1996,False,/A4Ikk4bR7R16rMFrDUsbUrurEHM.jpg,"[10752, 18, 53, 36]",1770,en,Michael Collins,"Michael Collins plays a crucial role in the establishment of the Irish Free State in the 1920s, but becomes vilified by those hoping to create a completely independent Irish republic.",9.173,/brIBbU6t9glEGAKRTJ4PMj9OiDC.jpg,1996-10-25,Michael Collins,False,6.9,387
Angels and Insects_1996,,,,,,,,,,,,,,
Emma_1996,False,/skTeEE3kZZG0w7sdMt51ZMW1ZaH.jpg,"[35, 18, 10749]",12254,en,Emma,"Emma Woodhouse has a rigid sense of propriety as regards matrimonial alliances. Unfortunately she insists on matchmaking for her less forceful friend, Harriet, and so causes her to come to grief. Through the sharp words of Mr. Knightley, and the example of the opinionated Mrs. Elton, someone not unlike herself, Emma's attitudes begin to soften.",18.297,/d6ksCUWYOaweyvGLi1JILYvIybN.jpg,1996-10-02,Emma,False,6.8,109
The Line King: The Al Hirschfeld Story_1996,False,,[99],124829,en,The Line King: The Al Hirschfeld Story,"The childhood, adolescence, and incredible adult years of Al Hirschfeld, celebrated creator of thousands of line drawings of famous people - many in the entertainment industry - over a span of more than sixty years. He is still drawing in his nineties. His interesting domestic life, political, and cultural views are highlights. In addition, he talks about himself a bit - seriously and lightly.(At one point he he claims that his only form of exercise has been to live in his Manhattan townhouse: stairs). He drives his car around Manhattan - an adventure in itself. Brief interviews with, and reminiscences of many friends and associates.",1.03,/msLmn8QJLKpG8GHwbSbvX6iYmoB.jpg,1996-09-27,The Line King: The Al Hirschfeld Story,False,6.3,4
Mandela_1996,False,,"[99, 36]",57016,en,Mandela,"A documentary that chronicles the life of South African leader Nelson Mandela. Mandela is probably best known for his 27 years of imprisonment, and for bringing an end to apartheid. But this film also sheds light on the little-known early period of Mandela's life.",2.702,/ERPaGF48gs94TE58AfMWGfNwJe.jpg,1996-10-11,Mandela,False,6.1,10
Suzanne Farrell: Elusive Muse_1996,False,,[99],126998,en,Suzanne Farrell: Elusive Muse,"She came to the New York City Ballet as a teenager from Ohio and captured the heart and soul of the great Mr. B, inspiring the seminal ballets of her era and setting off a star-crossed love triangle as fevered and bizarre as anything in THE RED SHOES. As the greatest ballerina of her time looks back on her amazing career in Anne Belle and Deborah Dickson's intimate portrait, the on-stage triumphs and backstage turmoil come to vivid life.",0.681,,1996-10-05,Suzanne Farrell: Elusive Muse,False,6.3,3
Tell the Truth and Run: George Seldes and the American Press_1996,False,,[99],41221,en,Tell the Truth and Run: George Seldes and the American Press,"This documentary examines the 80 year career of journalist George Seldes, his encounters with Lenin and J. Edgar Hoover, his long battle against press censorship, the tobacco lobby, and his eventual blacklisting.With Ben Bagdikian, Jeff Cohen, Daliel Ellsberg, Ralph Nader, and Marian Seldes",0.741,,1996-12-01,Tell the Truth and Run: George Seldes and the American Press,False,8,5
When We Were Kings_1996,False,/sIoMnSa47LMsqMGPFAb8p8JAysZ.jpg,[99],10548,en,When We Were Kings,"It's 1974. Muhammad Ali is 32 and thought by many to be past his prime. George Foreman is ten years younger and the heavyweight champion of the world. Promoter Don King wants to make a name for himself and offers both fighters five million dollars apiece to fight one another, and when they accept, King has only to come up with the money. He finds a willing backer in Mobutu Sese Suko, the dictator of Zaire, and the ""Rumble in the Jungle"" is set, including a musical festival featuring some of America's top black performers, like James Brown and B.B. King.",7.814,/yBkZK1JZOOJ3q5Jj1H9UP9T8YuV.jpg,1996-10-25,When We Were Kings,False,7.7,185
Breathing Lessons: The Life and Work of Mark O'Brien_1996,False,,[99],244906,en,Breathing Lessons: The Life and Work of Mark O'Brien,"Breathing Lessons: The Life and Work of Mark O'Brien is a 1996 American short documentary film directed by Jessica Yu. Mark O'Brien was a journalist and poet who lived in Berkeley, California. The documentary explored his spiritual struggle coping with his disability; he had to use an iron lung much of the time due to childhood polio. O'Brien died on 4 July 1999, from post-polio syndrome. It won an Oscar at the 69th Academy Awards in 1997 for Documentary Short Subject.",0.6,/b25Ug6I4UBjcH2Fx98GnxIrhgp7.jpg,1996-01-01,Breathing Lessons: The Life and Work of Mark O'Brien,False,6.6,5
Cosmic Voyage_1996,False,/nfRVbAL0GpmIRAun2rSRLbkn7I9.jpg,[99],13799,en,Cosmic Voyage,"The Academy Award® nominee Cosmic Voyage combines live action with state-of-the-art computer-generated imagery to pinpoint where humans fit in our ever-expanding universe. Highlighting this journey is a ""cosmic zoom"" based on the powers of 10, extending from the Earth to the largest observable structures in the universe, and then back to the subnuclear realm.",2.236,/s3ScOBFkYlkgf2kdaRAzgiZ6OSV.jpg,1996-08-09,Cosmic Voyage,False,6.8,16
An Essay on Matisse_1996,False,,[99],244907,en,An Essay on Matisse,"Chronicles the life and art of Henri Matisse (1869-1954), the French painter whose innovative style and use of color changed the face of 20th-century art. An Essay on Matisse was nominated for an Academy Award in the documentary short category. It was originally broadcast on PBS.",0.6,/3i8nyAT84E0P50tEVSITfpviT2j.jpg,1996-01-01,An Essay on Matisse,False,6.3,3
Special Effects_1996,False,/13UVNQ7u5obiiRfbpPrL2tlIFot.jpg,[99],244909,en,Special Effects: Anything Can Happen,"An IMAX production that explores the ground-breaking special effects portrayed in Hollywood films from the very originals to the breathtaking special effects in movies today. Takes the audience on a ""behind the scenes"" look into what goes on during the production of a movie and how the special effects are created.",0.876,/AmeA3q0Ju2zfEsmK4y8Y6sD97t9.jpg,1996-07-04,Special Effects: Anything Can Happen,False,0,0
The Wild Bunch: An Album in Montage_1996,False,/wazPVGbEhlLkDPBlM5dP25AxGhR.jpg,[99],61086,en,The Wild Bunch: An Album in Montage,"Oscar nominated ""Making of"" documentary about Peckinpah's The Wild Bunch.",0.6,/o6symATz7Ve5dVctPp0iVeqbBli.jpg,1996-11-01,The Wild Bunch: An Album in Montage,False,6.9,7
A Chef in Love_1996,False,/hMBNK9oU0lWxrtMkasryx9JynwN.jpg,"[18, 35, 10749]",105763,ka,შეყვარებული კულინარის 1001 რეცეპტი,"The story of Pascal Ichak, a larger-than-life French traveller, bon vivant, and chef, who falls in love with Georgia and a Georgian princess in the early 1920s. All is well until the arrival of the Red Army of the Caucasus, as the Soviet revolution that has swept Russian comes to Georgia. Told as a flashback from the present, as a French-Georgian man whose mother was Pascal's lover translates his memoirs for Pascal's niece.",1.655,/f7DjoYUwHgzDUPK96bahLBxdkKr.jpg,1996-06-06,A Chef in Love,False,5,10
Kolya_1996,False,/q9GAThBRXMeXFLArzxt1tpbjK7E.jpg,"[10402, 18, 35]",784,cs,Kolja,"After a fictitious marriage with a Russian emigrant, Cellisten Louka, a Czech man, must suddenly take responsibility for her son. However, it’s not long before the communication barrier is broken between the two new family members.",9.867,/fB0cGiEOngfsfyDHXIpFOmEwFgi.jpg,1996-05-15,Kolya,False,7.4,135
The Other Side of Sunday_1996,False,,"[18, 35]",46754,no,Søndagsengler,"The Other Side of Sunday, also known in Norwegian as ""Søndagsengler"", is a movie that criticizes the small, and often tight, church community. We follow the Preacher's Daughter, Maria, on her journey to liberate herself from the stiff church community and her father.",1.406,/8nJlw1xMfimLc1CoRw0SfocwWaI.jpg,1996-02-09,The Other Side of Sunday,False,6.1,8
Prisoner of the Mountains_1996,False,/9HguisYwGUiEE9ajopMEBmjvDwN.jpg,"[18, 10752]",55936,ru,Кавказский пленник,"Two Russian soldiers, one battle-seasoned and the other barely into his boots and uniform, are taken prisoner by an anxious Islamic father from a remote village hoping to trade them for his captured son.",5.242,/82WdNsibYEwZI3u3XB0ndfKKKLe.jpg,1996-03-15,Prisoner of the Mountains,False,6.9,44
Ridicule_1996,False,/aJQ03mzeUEXLQQWBzJCSaYHMOHP.jpg,"[35, 18, 10749]",12709,fr,Ridicule,"To get royal backing on a needed drainage project, a poor French lord must learn to play the delicate games of wit at court at Versailles.",10.509,/d7CagdTpky9zRycJaiKlJz9vRAG.jpg,1996-05-09,Ridicule,False,6.9,166
The Nutty Professor_1996,False,/q9yEfSbgGaHyjaD8053wRN0NX1S.jpg,"[14, 35, 10749, 878]",9327,en,The Nutty Professor,"Eddie Murphy stars as shy Dr. Sherman Klump, a kind, brilliant, 'calorifically challenged' genetic professor. When beautiful Carla Purty joins the university faculty, Sherman grows desperate to whittle his 400-pound frame down to size and win her heart. So, with one swig of his experimental fat-reducing serum, Sherman becomes 'Buddy Love', a fast-talking, pumped-up , plumped down Don Juan.",17.427,/fMtb5aZoLRNbMnCkatFsTmPRfl5.jpg,1996-06-26,The Nutty Professor,False,5.6,2565
Star Trek: First Contact_1996,False,/wygUDDRNpeKUnkekRGeLCZM93tA.jpg,"[878, 28, 12, 53]",199,en,Star Trek: First Contact,"The Borg, a relentless race of cyborgs, are on a direct course for Earth. Violating orders to stay away from the battle, Captain Picard and the crew of the newly-commissioned USS Enterprise E pursue the Borg back in time to prevent the invaders from changing Federation history and assimilating the galaxy.",19.786,/vrC1lkTktFQ4AqBfqf4PXoDDLcw.jpg,1996-11-22,Star Trek: First Contact,False,7.3,1490
